Title,Recommended_Title,Type,Genres,Similarity_Score
Born Beautiful,The Panti Sisters,Movie,"Comedies, International Movies, LGBTQ Movies",0.185
Born Beautiful,Sakaling Maging Tayo,Movie,"International Movies, Romantic Movies",0.112
Born Beautiful,She's the One,Movie,"Dramas, International Movies, Romantic Movies",0.09
Born Beautiful,For the Broken Hearted,Movie,"Dramas, International Movies, Romantic Movies",0.084
Born Beautiful,Bride For Rent,Movie,"Comedies, International Movies, Romantic Movies",0.084
Born in Gaza,Dying to Tell,Movie,"Documentaries, International Movies",0.341
Born in Gaza,War Against Women,Movie,"Documentaries, International Movies",0.333
Born in Gaza,Born in Syria,Movie,"Documentaries, International Movies",0.261
Born in Gaza,Inside the Mossad,TV Show,"Docuseries, International TV Shows",0.159
Born in Gaza,Covered: Alive in Asia,Movie,"Documentaries, Faith & Spirituality, Music & Musicals",0.12
Born in Syria,Dying to Tell,Movie,"Documentaries, International Movies",0.312
Born in Syria,Born in Gaza,Movie,"Documentaries, International Movies",0.261
Born in Syria,War Against Women,Movie,"Documentaries, International Movies",0.237
Born in Syria,Power Rangers: Megaforce: The Robo Knight Before Christmas,Movie,Children & Family Movies,0.124
Born in Syria,Inside the Mossad,TV Show,"Docuseries, International TV Shows",0.111
Born Racer,'89,Movie,Sports Movies,0.185
Born Racer,Conor McGregor: Notorious,Movie,"Documentaries, Sports Movies",0.167
Born Racer,Chris Brown: Welcome to My Life,Movie,"Documentaries, Music & Musicals",0.127
Born Racer,Popeye,Movie,"Action & Adventure, Children & Family Movies, Comedies",0.123
Born Racer,Stop at Nothing: The Lance Armstrong Story,Movie,"Documentaries, International Movies, Sports Movies",0.115
Born Strong,Kickboxer: Retaliation,Movie,Action & Adventure,0.248
Born Strong,Eddie - Strongman,Movie,"Documentaries, Sports Movies",0.219
Born Strong,Nature: Animals With Cameras,TV Show,"Docuseries, Science & Nature TV",0.127
Born Strong,The White Helmets,Movie,Documentaries,0.091
Born Strong,Eddie Murphy: Raw,Movie,Stand-Up Comedy,0.086
Born to Be Free,Blackfish,Movie,Documentaries,0.118
Born to Be Free,Sunderland 'Til I Die,TV Show,"British TV Shows, Docuseries, International TV Shows",0.103
Born to Be Free,The World's Most Wanted Animal,Movie,Documentaries,0.097
Born to Be Free,A Secret Love,Movie,"Documentaries, LGBTQ Movies",0.091
Born to Be Free,Fisherman's Friends,Movie,"Comedies, Dramas, Music & Musicals",0.09
300 Miles to Heaven,The Hater,Movie,"Dramas, International Movies, Thrillers",0.146
300 Miles to Heaven,1983,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",0.129
300 Miles to Heaven,Born in Syria,Movie,"Documentaries, International Movies",0.111
300 Miles to Heaven,Fierce,Movie,"Comedies, Dramas, International Movies",0.104
300 Miles to Heaven,The spiral,Movie,"Dramas, Independent Movies, International Movies",0.095
Boss,Mumbai Delhi Mumbai,Movie,"Comedies, International Movies, Romantic Movies",0.142
Boss,Oh My God,Movie,"Comedies, Dramas, International Movies",0.142
Boss,Fitoor,Movie,"Dramas, International Movies, Romantic Movies",0.142
Boss,Agneepath,Movie,"Dramas, International Movies",0.132
Boss,Mantra,Movie,"Dramas, Independent Movies, International Movies",0.122
Bosta,Under the Bombs,Movie,"Dramas, Independent Movies, International Movies",0.216
Bosta,Stray Bullet,Movie,"Dramas, International Movies, Romantic Movies",0.186
Bosta,Children of Adam,TV Show,"International TV Shows, TV Dramas, TV Thrillers",0.176
Bosta,Heritages,Movie,"Documentaries, International Movies",0.174
Bosta,Taxi Ballad,Movie,"Dramas, International Movies",0.155
Botched Up Bodies,My Tattoo Addiction,TV Show,"British TV Shows, Docuseries",0.148
Botched Up Bodies,The Surgeon's Cut,TV Show,"Docuseries, Science & Nature TV",0.139
Botched Up Bodies,Skin Decision: Before and After,TV Show,Reality TV,0.136
Botched Up Bodies,The Royal House of Windsor,TV Show,"British TV Shows, Docuseries, International TV Shows",0.128
Botched Up Bodies,I AM A KILLER: RELEASED,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.128
Bottersnikes & Gumbles,Kazoops!,TV Show,Kids' TV,0.129
Bottersnikes & Gumbles,Dennis and Gnasher Unleashed,TV Show,"British TV Shows, Kids' TV, TV Comedies",0.122
Bottersnikes & Gumbles,Sunderland 'Til I Die,TV Show,"British TV Shows, Docuseries, International TV Shows",0.118
Bottersnikes & Gumbles,Mini Wolf,TV Show,Kids' TV,0.108
Bottersnikes & Gumbles,Fabulous Lives of Bollywood Wives,TV Show,"International TV Shows, Reality TV",0.094
Bottom of the World,"Rica, Famosa, Latina",TV Show,"International TV Shows, Reality TV, Spanish-Language TV Shows",0.127
Bottom of the World,Maroon,Movie,"Dramas, Independent Movies, International Movies",0.118
Bottom of the World,Chef,Movie,"Comedies, Independent Movies",0.109
Bottom of the World,His House,Movie,"Horror Movies, Independent Movies",0.104
Bottom of the World,Into the Wild,Movie,"Action & Adventure, Dramas, Independent Movies",0.102
Bountiful Blessings,The Family Court,TV Show,"International TV Shows, TV Dramas",0.339
Bountiful Blessings,La Femme,TV Show,"International TV Shows, TV Dramas",0.284
Bountiful Blessings,The Truth,TV Show,"Crime TV Shows, International TV Shows, TV Action & Adventure",0.236
Bountiful Blessings,Mind Game,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",0.214
Bountiful Blessings,The Ultimatum,TV Show,"International TV Shows, TV Dramas",0.201
Boushkash,Life's Speed Bump,Movie,"Comedies, International Movies",0.259
Boushkash,Game Over,Movie,"Comedies, International Movies, Romantic Movies",0.244
Boushkash,El-Khawaga's Dilemma,Movie,"Action & Adventure, Comedies, International Movies",0.229
Boushkash,An Upper Egyptian,Movie,"Comedies, Dramas, International Movies",0.211
Boushkash,Omar & Salma 2,Movie,"Comedies, International Movies",0.2
Boy and the World,Felipe Neto: My Life Makes No Sense,Movie,Stand-Up Comedy,0.081
Boy and the World,Marco Luque: Tamo Junto,Movie,Stand-Up Comedy,0.075
Boy and the World,Mystery Lab,TV Show,"Docuseries, International TV Shows, Science & Nature TV",0.071
Boy and the World,Felipe Esparza: Bad Decisions,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.066
Boy and the World,Felipe Esparza: They're Not Going to Laugh at You,Movie,Stand-Up Comedy,0.063
Boy Bye,We Belong Together,Movie,Thrillers,0.134
Boy Bye,Jumping the Broom,Movie,"Comedies, Romantic Movies",0.131
Boy Bye,Half & Half,TV Show,TV Comedies,0.104
Boy Bye,A Thin Line Between Love & Hate,Movie,"Comedies, Romantic Movies",0.101
Boy Bye,The Game,TV Show,"Romantic TV Shows, TV Comedies, TV Dramas",0.097
Boy Missing,The Photographer Of Mauthausen,Movie,"Dramas, International Movies",0.139
Boy Missing,Three Days of Christmas,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.138
Boy Missing,Your Son,Movie,"Dramas, International Movies, Thrillers",0.134
Boy Missing,The Invisible Guest,Movie,"International Movies, Thrillers",0.13
Boy Missing,The Heroes of Evil,Movie,"Dramas, International Movies",0.101
365 Days,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Movie,Stand-Up Comedy,0.119
365 Days,Fierce,Movie,"Comedies, Dramas, International Movies",0.112
365 Days,1983,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",0.11
365 Days,Medium,Movie,"Horror Movies, International Movies, Thrillers",0.088
365 Days,The Plagues of Breslau,Movie,"International Movies, Thrillers",0.078
Boyka: Undisputed,Ocean's Thirteen,Movie,"Action & Adventure, Comedies",0.093
Boyka: Undisputed,3Below: Tales of Arcadia,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.088
Boyka: Undisputed,Savage Dog,Movie,"Action & Adventure, Independent Movies",0.08
Boyka: Undisputed,The Hollow Point,Movie,Action & Adventure,0.075
Boyka: Undisputed,The Outpost,Movie,"Action & Adventure, Dramas",0.073
Boys Over Flowers,Crash Landing on You,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.461
Boys Over Flowers,Inheritors,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.449
Boys Over Flowers,Operation Proposal,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.38
Boys Over Flowers,Rampant,Movie,"Action & Adventure, Horror Movies, International Movies",0.37
Boys Over Flowers,Secret Affair,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.36
Brad Paisley's Comedy Rodeo,Nate Bargatze: The Tennessee Kid,Movie,Stand-Up Comedy,0.266
Brad Paisley's Comedy Rodeo,The Standups,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.138
Brad Paisley's Comedy Rodeo,Harold & Kumar Escape from Guantanamo Bay,Movie,"Comedies, Cult Movies",0.121
Brad Paisley's Comedy Rodeo,The Incredibles 2,Movie,"Children & Family Movies, Comedies",0.099
Brad Paisley's Comedy Rodeo,Speech & Debate,Movie,"Comedies, Dramas, Independent Movies",0.093
Brahman Naman,Garbage,Movie,"Dramas, Independent Movies, International Movies",0.178
Brahman Naman,College Romance,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",0.093
Brahman Naman,The Land of Cards,Movie,"Dramas, Independent Movies, International Movies",0.091
Brahman Naman,Zoo,Movie,"Dramas, Independent Movies, International Movies",0.09
Brahman Naman,Penalty,Movie,"Dramas, Independent Movies, International Movies",0.085
Brain Games,Babies,TV Show,"Docuseries, Science & Nature TV",0.225
Brain Games,High Score,TV Show,"Docuseries, Science & Nature TV",0.212
Brain Games,Absurd Planet,TV Show,"Docuseries, Science & Nature TV, TV Comedies",0.183
Brain Games,Tiny Creatures,TV Show,"Docuseries, Science & Nature TV, TV Action & Adventure",0.173
Brain Games,You vs. Wild,TV Show,"Kids' TV, Reality TV, Science & Nature TV",0.172
Brain on Fire,A Fall from Grace,Movie,"Dramas, Thrillers",0.169
Brain on Fire,Jenny Slate: Stage Fright,Movie,"Documentaries, Stand-Up Comedy",0.159
Brain on Fire,Hugo,Movie,"Children & Family Movies, Dramas",0.122
Brain on Fire,Bolt,Movie,"Children & Family Movies, Comedies",0.109
Brain on Fire,To the Bone,Movie,"Dramas, Independent Movies",0.099
Brainchild,100 Humans,TV Show,"Docuseries, Science & Nature TV",0.152
Brainchild,The Circle France,TV Show,"International TV Shows, Reality TV",0.142
Brainchild,Inst@famous,TV Show,Reality TV,0.123
Brainchild,StoryBots Super Songs,TV Show,Kids' TV,0.112
Brainchild,Top Grier,TV Show,Reality TV,0.111
Brampton's Own,Cheers,TV Show,"Classic & Cult TV, TV Comedies",0.118
Brampton's Own,A Christmas Prince,Movie,"Children & Family Movies, Dramas, Romantic Movies",0.113
Brampton's Own,The Battered Bastards of Baseball,Movie,"Documentaries, Sports Movies",0.106
Brampton's Own,Secrets of Althorp - The Spencers,Movie,"Documentaries, International Movies",0.101
Brampton's Own,A Christmas Prince: The Royal Wedding,Movie,"Children & Family Movies, Dramas, Romantic Movies",0.096
Bratz: The Movie,Aliens Ate My Homework,Movie,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",0.148
Bratz: The Movie,To All the Boys I’ve Loved Before,Movie,"Comedies, International Movies, Romantic Movies",0.118
Bratz: The Movie,Singapore Social,TV Show,"International TV Shows, Reality TV",0.098
Bratz: The Movie,The Outcasts,Movie,Comedies,0.092
Bratz: The Movie,Dare to Be Wild,Movie,"Dramas, Independent Movies, Romantic Movies",0.089
Brave Blue World: Racing to Solve Our Water Crisis,Sustainable,Movie,Documentaries,0.158
Brave Blue World: Racing to Solve Our Water Crisis,Unknown,Movie,"Action & Adventure, Thrillers",0.138
Brave Blue World: Racing to Solve Our Water Crisis,She Did That,Movie,Documentaries,0.135
Brave Blue World: Racing to Solve Our Water Crisis,Origins Collection,TV Show,Docuseries,0.118
Brave Blue World: Racing to Solve Our Water Crisis,NOVA: Poisoned Water,Movie,Documentaries,0.103
37 Seconds,Violet Evergarden: Eternity and the Auto Memory Doll,Movie,"Anime Features, International Movies, Sci-Fi & Fantasy",0.07
37 Seconds,Ho Mann Jahaan,Movie,"Dramas, International Movies, Romantic Movies",0.07
37 Seconds,Midnight Diner,TV Show,"International TV Shows, TV Dramas",0.069
37 Seconds,Violet Evergarden,TV Show,"Anime Series, International TV Shows, Romantic TV Shows",0.067
37 Seconds,In This Corner of the World,Movie,"Anime Features, Children & Family Movies, International Movies",0.067
Brave Miss World,Chef's Table: BBQ,TV Show,"Docuseries, Reality TV",0.141
Brave Miss World,Chef's Table,TV Show,"Docuseries, Reality TV",0.14
Brave Miss World,Hope: One in a Billion,Movie,"Documentaries, International Movies, Sports Movies",0.124
Brave Miss World,Virunga,Movie,"Documentaries, International Movies",0.122
Brave Miss World,Inside the Mossad,TV Show,"Docuseries, International TV Shows",0.121
Brave New Jersey,They’ll Love Me When I’m Dead,Movie,Documentaries,0.193
Brave New Jersey,The Other Side of the Wind,Movie,"Classic Movies, Dramas, Independent Movies",0.15
Brave New Jersey,The Darkest Dawn,Movie,"Action & Adventure, Independent Movies, International Movies",0.102
Brave New Jersey,Man with a Plan,TV Show,TV Comedies,0.097
Brave New Jersey,Desperados,Movie,"Comedies, Romantic Movies",0.096
Braven,The Nut Job,Movie,"Children & Family Movies, Comedies",0.099
Braven,Winter's Bone,Movie,"Dramas, Independent Movies",0.098
Braven,Inside the Real Narcos,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.095
Braven,Wheelman,Movie,Action & Adventure,0.09
Braven,The Men Who Stare at Goats,Movie,Comedies,0.089
Braxton Family Values,"Rica, Famosa, Latina",TV Show,"International TV Shows, Reality TV, Spanish-Language TV Shows",0.052
Braxton Family Values,The Legend of Bruce Lee,TV Show,"International TV Shows, TV Action & Adventure, TV Dramas",0.051
Braxton Family Values,High Seas,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.049
Braxton Family Values,Zack and Miri Make a Porno,Movie,"Comedies, Independent Movies, Romantic Movies",0.047
Braxton Family Values,Amazing Interiors,TV Show,"British TV Shows, International TV Shows, Reality TV",0.047
Bread Barbershop,MONKART,TV Show,"Kids' TV, Korean TV Shows",0.329
Bread Barbershop,Running Man,TV Show,"Kids' TV, TV Comedies",0.29
Bread Barbershop,Larva Island,TV Show,"Kids' TV, Korean TV Shows, TV Comedies",0.274
Bread Barbershop,"Bring It On, Ghost",TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.263
Bread Barbershop,The Larva Island Movie,Movie,"Children & Family Movies, Comedies",0.246
Break,Close Enemies,Movie,"Dramas, International Movies",0.11
Break,Diary of a Chambermaid,Movie,"Dramas, International Movies",0.107
Break,Divines,Movie,"Dramas, Independent Movies, International Movies",0.107
Break,The Hook Up Plan,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",0.106
Break,Léa & I,Movie,Documentaries,0.088
BREAK IT ALL: The History of Rock in Latin America,Street Food: Latin America,TV Show,"Docuseries, Spanish-Language TV Shows",0.207
BREAK IT ALL: The History of Rock in Latin America,SHOT! The Psycho-Spiritual Mantra of Rock,Movie,"Documentaries, Music & Musicals",0.123
BREAK IT ALL: The History of Rock in Latin America,Especial 20 años Fútbol de Primera,TV Show,"Docuseries, International TV Shows, Spanish-Language TV Shows",0.115
BREAK IT ALL: The History of Rock in Latin America,Nuestra Lucha Libre,TV Show,"Docuseries, International TV Shows, Spanish-Language TV Shows",0.115
BREAK IT ALL: The History of Rock in Latin America,"Rica, Famosa, Latina",TV Show,"International TV Shows, Reality TV, Spanish-Language TV Shows",0.115
Break Ke Baad,Rock On!!,Movie,"Dramas, International Movies, Music & Musicals",0.138
Break Ke Baad,Heroine,Movie,"Dramas, International Movies",0.127
Break Ke Baad,Aashik Awara,Movie,"Dramas, International Movies, Music & Musicals",0.126
Break Ke Baad,Gori Tere Pyaar Mein,Movie,"Comedies, Dramas, International Movies",0.122
Break Ke Baad,Khushi,Movie,"Comedies, International Movies, Music & Musicals",0.121
Break Up 100,Don't Go Breaking My Heart 2,Movie,"Comedies, International Movies, Romantic Movies",0.186
Break Up 100,We Are Legends,Movie,"Action & Adventure, International Movies, Sports Movies",0.184
Break Up 100,Love In A Puff,Movie,"Comedies, Dramas, International Movies",0.181
Break Up 100,Love Off the Cuff,Movie,"Comedies, Dramas, International Movies",0.175
Break Up 100,Young Tiger,Movie,"Action & Adventure, International Movies",0.166
"Breakfast, Lunch & Dinner",Ugly Delicious,TV Show,Docuseries,0.229
"Breakfast, Lunch & Dinner",The Chef Show,TV Show,Docuseries,0.143
"Breakfast, Lunch & Dinner",Seth Rogen's Hilarity for Charity,Movie,Stand-Up Comedy,0.137
"Breakfast, Lunch & Dinner",Paul Hollywood's Big Continental Road Trip,TV Show,"British TV Shows, Docuseries, International TV Shows",0.136
"Breakfast, Lunch & Dinner",The Bros,Movie,"Comedies, Dramas, International Movies",0.125
3Below: Tales of Arcadia,Lost in Space,TV Show,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",0.129
3Below: Tales of Arcadia,Trollhunters,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.128
3Below: Tales of Arcadia,Wizards: Tales of Arcadia,TV Show,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.113
3Below: Tales of Arcadia,The Umbrella Academy,TV Show,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",0.104
3Below: Tales of Arcadia,The Signal,Movie,"Sci-Fi & Fantasy, Thrillers",0.102
Breaking Bad,Better Call Saul,TV Show,"Crime TV Shows, TV Comedies, TV Dramas",0.232
Breaking Bad,The Show,Movie,Dramas,0.147
Breaking Bad,"Have You Ever Fallen in Love, Miss Jiang?",TV Show,"Crime TV Shows, International TV Shows, TV Dramas",0.11
Breaking Bad,Girlfriend's Day,Movie,"Comedies, Independent Movies",0.109
Breaking Bad,Get Shorty,TV Show,"Crime TV Shows, TV Comedies, TV Dramas",0.108
Breaking Free,Evening Shadows,Movie,"Dramas, Independent Movies, International Movies",0.218
Breaking Free,Growing Up Coy,Movie,"Documentaries, LGBTQ Movies",0.153
